Problem:    pfsp
Rows:       8021
Columns:    591 (190 integer, 190 binary)
Non-zeros:  23621
Status:     INTEGER NON-OPTIMAL
Objective:  makespan = 2837 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 makespan                 2837                             
  5276 rest4[11,9,15]
                                 225                       99943 
  5277 rest4[11,9,16]
                                 217                       99906 
  5278 rest4[11,9,17]
                                 223                       99907 
  5279 rest4[11,9,18]
                                 192                       99916 
  5280 rest4[11,9,19]
                                 176                       99988 
  5281 rest4[11,9,20]
                                 174                       99981 
  5282 rest4[11,10,1]
                                  40                       99992 
  5283 rest4[11,10,2]
                                  32                       99968 
  5284 rest4[11,10,3]
                                 168                       99992 
  5285 rest4[11,10,4]
                                 130                       99967 
  5286 rest4[11,10,5]
                                  94                       99918 
  5287 rest4[11,10,6]
                                 194                       99964 
  5288 rest4[11,10,7]
                                 195                       99997 
  5289 rest4[11,10,8]
                                 158                       99913 
  5290 rest4[11,10,9]
                                 217                       99968 
  5291 rest4[11,10,10]
                                 168                       99985 
  5292 rest4[11,10,11]
                                 219                       99991 
  5293 rest4[11,10,12]
                                 197                       99992 
  5294 rest4[11,10,13]
                                 130                       99919 
  5295 rest4[11,10,14]
                                 145                       99964 
  5296 rest4[11,10,15]
                                 201                       99943 
  5297 rest4[11,10,16]
                                 183                       99906 
  5298 rest4[11,10,17]
                                 184                       99907 
  5299 rest4[11,10,18]
                                 118                       99916 
  5300 rest4[11,10,19]
                                 150                       99988 
  5301 rest4[11,10,20]
                                 142                       99981 
  5302 rest4[12,1,1]
                                 439                       99993 
  5303 rest4[12,1,2]
                                 784                       99909 
  5304 rest4[12,1,3]
                                 584                       99984 
  5305 rest4[12,1,4]
                                 637                       99982 
  5306 rest4[12,1,5]
                                 613                       99967 
  5307 rest4[12,1,6]
                                 577                       99969 
  5308 rest4[12,1,7]
                                 663                       99987 
  5309 rest4[12,1,8]
                                 597                       99936 
  5310 rest4[12,1,9]
                                 497                       99974 
  5311 rest4[12,1,10]
                                 498                       99967 
  5312 rest4[12,1,11]
                                 563                       99973 
  5313 rest4[12,1,12]
                                 554                       99948 
  5314 rest4[12,1,13]
                                 529                       99923 
  5315 rest4[12,1,14]
                                 444                       99984 
  5316 rest4[12,1,15]
                                 549                       99972 
  5317 rest4[12,1,16]
                                 444                       99970 
  5318 rest4[12,1,17]
                                 442                       99949 
  5319 rest4[12,1,18]
                                 440                       99999 
  5320 rest4[12,1,19]
                                 353                       99961 
  5321 rest4[12,1,20]
                                 319                       99920 
  5322 rest4[12,2,1]
                               99463                       99993 
  5323 rest4[12,2,2]
                               99377                       99909 
  5324 rest4[12,2,3]
                               99185                       99984 
  5325 rest4[12,2,4]
                               99206                       99982 
  5326 rest4[12,2,5]
                               99145                       99967 
  5327 rest4[12,2,6]
                               99133                       99969 
  5328 rest4[12,2,7]
                               99116                       99987 
  5329 rest4[12,2,8]
                               99037                       99936 
  5330 rest4[12,2,9]
                               98974                       99974 
  5331 rest4[12,2,10]
                               99017                       99967 
  5332 rest4[12,2,11]
                               98943                       99973 
  5333 rest4[12,2,12]
                               98916                       99948 
  5334 rest4[12,2,13]
                               98725                       99923 
  5335 rest4[12,2,14]
                               98678                       99984 
  5336 rest4[12,2,15]
                               98720                       99972 
  5337 rest4[12,2,16]
                               98682                       99970 
  5338 rest4[12,2,17]
                               99313                       99949 
  5339 rest4[12,2,18]
                               99304                       99999 
  5340 rest4[12,2,19]
                               99374                       99961 
  5341 rest4[12,2,20]
                               99271                       99920 
  5342 rest4[12,3,1]
                                 345                       99993 
  5343 rest4[12,3,2]
                                 331                       99909 
  5344 rest4[12,3,3]
                                 488                       99984 
  5345 rest4[12,3,4]
                                 466                       99982 
  5346 rest4[12,3,5]
                                 399                       99967 
  5347 rest4[12,3,6]
                                 534                       99969 
  5348 rest4[12,3,7]
                                 527                       99987 
  5349 rest4[12,3,8]
                                 470                       99936 
  5350 rest4[12,3,9]
                                 469                       99974 
  5351 rest4[12,3,10]
                                 491                       99967 
  5352 rest4[12,3,11]
                                 472                       99973 
  5353 rest4[12,3,12]
                                 541                       99948 
  5354 rest4[12,3,13]
                                 454                       99923 
  5355 rest4[12,3,14]
                                 419                       99984 
  5356 rest4[12,3,15]
                                 435                       99972 
  5357 rest4[12,3,16]
                                 376                       99970 
  5358 rest4[12,3,17]
                                 336                       99949 
  5359 rest4[12,3,18]
                                 365                       99999 
  5360 rest4[12,3,19]
                                 329                       99961 
  5361 rest4[12,3,20]
                                 301                       99920 
  5362 rest4[12,4,1]
                                 249                       99993 
  5363 rest4[12,4,2]
                                 312                       99909 
  5364 rest4[12,4,3]
                                 389                       99984 
  5365 rest4[12,4,4]
                                 444                       99982 
  5366 rest4[12,4,5]
                                 376                       99967 
  5367 rest4[12,4,6]
                                 460                       99969 
  5368 rest4[12,4,7]
                                 454                       99987 
  5369 rest4[12,4,8]
                                 402                       99936 
  5370 rest4[12,4,9]
                                 377                       99974 
  5371 rest4[12,4,10]
                                 441                       99967 
  5372 rest4[12,4,11]
                                 433                       99973 
  5373 rest4[12,4,12]
                                 486                       99948 
  5374 rest4[12,4,13]
                                 399                       99923 
  5375 rest4[12,4,14]
                                 403                       99984 
  5376 rest4[12,4,15]
                                 378                       99972 
  5377 rest4[12,4,16]
                                 279                       99970 
  5378 rest4[12,4,17]
                                 267                       99949 
  5379 rest4[12,4,18]
                                 267                       99999 
  5380 rest4[12,4,19]
                                 264                       99961 
  5381 rest4[12,4,20]
                                 240                       99920 
  5382 rest4[12,5,1]
                                 169                       99993 
  5383 rest4[12,5,2]
                                 311                       99909 
  5384 rest4[12,5,3]
                                 365                       99984 
  5385 rest4[12,5,4]
                                 398                       99982 
  5386 rest4[12,5,5]
                                 361                       99967 
  5387 rest4[12,5,6]
                                 387                       99969 
  5388 rest4[12,5,7]
                                 381                       99987 
  5389 rest4[12,5,8]
                                 377                       99936 
  5390 rest4[12,5,9]
                                 290                       99974 
  5391 rest4[12,5,10]
                                 404                       99967 
  5392 rest4[12,5,11]
                                 427                       99973 
  5393 rest4[12,5,12]
                                 414                       99948 
  5394 rest4[12,5,13]
                                 316                       99923 
  5395 rest4[12,5,14]
                                 306                       99984 
  5396 rest4[12,5,15]
                                 324                       99972 
  5397 rest4[12,5,16]
                                 238                       99970 
  5398 rest4[12,5,17]
                                 261                       99949 
  5399 rest4[12,5,18]
                                 249                       99999 
  5400 rest4[12,5,19]
                                 254                       99961 
  5401 rest4[12,5,20]
                                 231                       99920 
  5402 rest4[12,6,1]
                                   7                       99993 
  5403 rest4[12,6,2]
                                  91                       99909 
  5404 rest4[12,6,3]
                                  16                       99984 
  5405 rest4[12,6,4]
                                  18                       99982 
  5406 rest4[12,6,5]
                                  33                       99967 
  5407 rest4[12,6,6]
                                  37                       99969 
  5408 rest4[12,6,7]
                                  69                       99987 
  5409 rest4[12,6,8]
                                  64                       99936 
  5410 rest4[12,6,9]
                                  26                       99974 
  5411 rest4[12,6,10]
                                  61                       99967 
  5412 rest4[12,6,11]
                                  27                       99973 
  5413 rest4[12,6,12]
                                  52                       99948 
  5414 rest4[12,6,13]
                                  77                       99923 
  5415 rest4[12,6,14]
                                  16                       99984 
  5416 rest4[12,6,15]
                                  64                       99972 
  5417 rest4[12,6,16]
                                  30                       99970 
  5418 rest4[12,6,17]
                                  51                       99949 
  5419 rest4[12,6,18]
                                  35                       99999 
  5420 rest4[12,6,19]
                                  39                       99961 
  5421 rest4[12,6,20]
                                  80                       99920 
  5422 rest4[12,7,1]
                                 161                       99993 
  5423 rest4[12,7,2]
                                 289                       99909 
  5424 rest4[12,7,3]
                                 298                       99984 
  5425 rest4[12,7,4]
                                 256                       99982 
  5426 rest4[12,7,5]
                                 271                       99967 
  5427 rest4[12,7,6]
                                 306                       99969 
  5428 rest4[12,7,7]
                                 349                       99987 
  5429 rest4[12,7,8]
                                 292                       99936 
  5430 rest4[12,7,9]
                                 281                       99974 
  5431 rest4[12,7,10]
                                 326                       99967 
  5432 rest4[12,7,11]
                                 319                       99973 
  5433 rest4[12,7,12]
                                 324                       99948 
  5434 rest4[12,7,13]
                                 217                       99923 
  5435 rest4[12,7,14]
                                 254                       99984 
  5436 rest4[12,7,15]
                                 268                       99972 
  5437 rest4[12,7,16]
                                 162                       99970 
  5438 rest4[12,7,17]
                                 171                       99949 
  5439 rest4[12,7,18]
                                 208                       99999 
  5440 rest4[12,7,19]
                                 247                       99961 
  5441 rest4[12,7,20]
                                 179                       99920 
  5442 rest4[12,8,1]
                                  84                       99993 
  5443 rest4[12,8,2]
                                 190                       99909 
  5444 rest4[12,8,3]
                                 154                       99984 
  5445 rest4[12,8,4]
                                 198                       99982 
  5446 rest4[12,8,5]
                                 205                       99967 
  5447 rest4[12,8,6]
                                 235                       99969 
  5448 rest4[12,8,7]
                                 270                       99987 
  5449 rest4[12,8,8]
                                 228                       99936 
  5450 rest4[12,8,9]
                                 196                       99974 
  5451 rest4[12,8,10]
                                 231                       99967 
  5452 rest4[12,8,11]
                                 220                       99973 
  5453 rest4[12,8,12]
                                 236                       99948 
  5454 rest4[12,8,13]
                                 165                       99923 
  5455 rest4[12,8,14]
                                 222                       99984 
  5456 rest4[12,8,15]
                                 217                       99972 
  5457 rest4[12,8,16]
                                 126                       99970 
  5458 rest4[12,8,17]
                                 128                       99949 
  5459 rest4[12,8,18]
                                 154                       99999 
  5460 rest4[12,8,19]
                                 204                       99961 
  5461 rest4[12,8,20]
                                 160                       99920 
  5462 rest4[12,9,1]
                               99964                       99993 
  5463 rest4[12,9,2]
                               99909                       99909 
  5464 rest4[12,9,3]
                               99947                       99984 
  5465 rest4[12,9,4]
                               99932                       99982 
  5466 rest4[12,9,5]
                               99945                       99967 
  5467 rest4[12,9,6]
                               99969                       99969 
  5468 rest4[12,9,7]
                               99987                       99987 
  5469 rest4[12,9,8]
                               99936                       99936 
  5470 rest4[12,9,9]
                               99945                       99974 
  5471 rest4[12,9,10]
                               99967                       99967 
  5472 rest4[12,9,11]
                               99973                       99973 
  5473 rest4[12,9,12]
                               99948                       99948 
  5474 rest4[12,9,13]
                               99923                       99923 
  5475 rest4[12,9,14]
                               99946                       99984 
  5476 rest4[12,9,15]
                               99972                       99972 
  5477 rest4[12,9,16]
                               99931                       99970 
  5478 rest4[12,9,17]
                               99949                       99949 
  5479 rest4[12,9,18]
                               99999                       99999 
  5480 rest4[12,9,19]
                               99961                       99961 
  5481 rest4[12,9,20]
                               99920                       99920 
  5482 rest4[12,10,1]
                               99921                       99993 
  5483 rest4[12,10,2]
                               99884                       99909 
  5484 rest4[12,10,3]
                               99871                       99984 
  5485 rest4[12,10,4]
                               99842                       99982 
  5486 rest4[12,10,5]
                               99856                       99967 
  5487 rest4[12,10,6]
                               99920                       99969 
  5488 rest4[12,10,7]
                               99936                       99987 
  5489 rest4[12,10,8]
                               99880                       99936 
  5490 rest4[12,10,9]
                               99854                       99974 
  5491 rest4[12,10,10]
                               99923                       99967 
  5492 rest4[12,10,11]
                               99873                       99973 
  5493 rest4[12,10,12]
                               99868                       99948 
  5494 rest4[12,10,13]
                               99827                       99923 
  5495 rest4[12,10,14]
                               99773                       99984 
  5496 rest4[12,10,15]
                               99948                       99972 
  5497 rest4[12,10,16]
                               99897                       99970 
  5498 rest4[12,10,17]
                               99910                       99949 
  5499 rest4[12,10,18]
                               99925                       99999 
  5500 rest4[12,10,19]
                               99935                       99961 
  5501 rest4[12,10,20]
                               99888                       99920 
  5502 rest4[12,11,1]
                               99881                       99993 
  5503 rest4[12,11,2]
                               99852                       99909 
  5504 rest4[12,11,3]
                               99703                       99984 
  5505 rest4[12,11,4]
                               99712                       99982 
  5506 rest4[12,11,5]
                               99762                       99967 
  5507 rest4[12,11,6]
                               99726                       99969 
  5508 rest4[12,11,7]
                               99741                       99987 
  5509 rest4[12,11,8]
                               99722                       99936 
  5510 rest4[12,11,9]
                               99637                       99974 
  5511 rest4[12,11,10]
                               99755                       99967 
  5512 rest4[12,11,11]
                               99654                       99973 
  5513 rest4[12,11,12]
                               99671                       99948 
  5514 rest4[12,11,13]
                               99697                       99923 
  5515 rest4[12,11,14]
                               99628                       99984 
  5516 rest4[12,11,15]
                               99747                       99972 
  5517 rest4[12,11,16]
                               99714                       99970 
  5518 rest4[12,11,17]
                               99726                       99949 
  5519 rest4[12,11,18]
                               99807                       99999 
  5520 rest4[12,11,19]
                               99785                       99961 
  5521 rest4[12,11,20]
                               99746                       99920 
  5522 rest4[13,1,1]
                                 399                       99967 
  5523 rest4[13,1,2]
                                 652                       99959 
  5524 rest4[13,1,3]
                                 499                       99931 
  5525 rest4[13,1,4]
                                 529                       99910 
  5526 rest4[13,1,5]
                                 494                       99914 
  5527 rest4[13,1,6]
                                 418                       99924 
  5528 rest4[13,1,7]
                                 493                       99910 
  5529 rest4[13,1,8]
                                 454                       99921 
  5530 rest4[13,1,9]
                                 403                       99932 
  5531 rest4[13,1,10]
                                 352                       99915 
  5532 rest4[13,1,11]
                                 426                       99966 
  5533 rest4[13,1,12]
                                 410                       99908 
  5534 rest4[13,1,13]
                                 408                       99956 
  5535 rest4[13,1,14]
                                 335                       99907 
  5536 rest4[13,1,15]
                                 467                       99999 
  5537 rest4[13,1,16]
                                 366                       99952 
  5538 rest4[13,1,17]
                                 358                       99967 
  5539 rest4[13,1,18]
                                 313                       99973 
  5540 rest4[13,1,19]
                                 252                       99938 
  5541 rest4[13,1,20]
                                 199                       99960 
  5542 rest4[13,2,1]
                               99423                       99967 
  5543 rest4[13,2,2]
                               99245                       99959 
  5544 rest4[13,2,3]
                               99100                       99931 
  5545 rest4[13,2,4]
                               99098                       99910 
  5546 rest4[13,2,5]
                               99026                       99914 
  5547 rest4[13,2,6]
                               98974                       99924 
  5548 rest4[13,2,7]
                               98946                       99910 
  5549 rest4[13,2,8]
                               98894                       99921 
  5550 rest4[13,2,9]
                               98880                       99932 
  5551 rest4[13,2,10]
                               98871                       99915 
  5552 rest4[13,2,11]
                               98806                       99966 
  5553 rest4[13,2,12]
                               98772                       99908 
  5554 rest4[13,2,13]
                               98604                       99956 
  5555 rest4[13,2,14]
                               98569                       99907 
  5556 rest4[13,2,15]
                               98638                       99999 
  5557 rest4[13,2,16]
                               98604                       99952 
  5558 rest4[13,2,17]
                               99229                       99967 
  5559 rest4[13,2,18]
                               99177                       99973 
  5560 rest4[13,2,19]
                               99273                       99938 
  5561 rest4[13,2,20]
                               99151                       99960 
  5562 rest4[13,3,1]
                                 305                       99967 
  5563 rest4[13,3,2]
                                 199                       99959 
  5564 rest4[13,3,3]
                                 403                       99931 
  5565 rest4[13,3,4]
                                 358                       99910 
  5566 rest4[13,3,5]
                                 280                       99914 
  5567 rest4[13,3,6]
                                 375                       99924 
  5568 rest4[13,3,7]
                                 357                       99910 
  5569 rest4[13,3,8]
                                 327                       99921 
  5570 rest4[13,3,9]
                                 375                       99932 
  5571 rest4[13,3,10]
                                 345                       99915 
  5572 rest4[13,3,11]
                                 335                       99966 
  5573 rest4[13,3,12]
                                 397                       99908 
  5574 rest4[13,3,13]
                                 333                       99956 
  5575 rest4[13,3,14]
                                 310                       99907 
  5576 rest4[13,3,15]
                                 353                       99999 
  5577 rest4[13,3,16]
                                 298                       99952 
  5578 rest4[13,3,17]
                                 252                       99967 
  5579 rest4[13,3,18]
                                 238                       99973 
  5580 rest4[13,3,19]
                                 228                       99938 
  5581 rest4[13,3,20]
                                 181                       99960 
  5582 rest4[13,4,1]
                                 209                       99967 
  5583 rest4[13,4,2]
                                 180                       99959 
  5584 rest4[13,4,3]
                                 304                       99931 
  5585 rest4[13,4,4]
                                 336                       99910 
  5586 rest4[13,4,5]
                                 257                       99914 
  5587 rest4[13,4,6]
                                 301                       99924 
  5588 rest4[13,4,7]
                                 284                       99910 
  5589 rest4[13,4,8]
                                 259                       99921 
  5590 rest4[13,4,9]
                                 283                       99932 
  5591 rest4[13,4,10]
                                 295                       99915 
  5592 rest4[13,4,11]
                                 296                       99966 
  5593 rest4[13,4,12]
                                 342                       99908 
  5594 rest4[13,4,13]
                                 278                       99956 
  5595 rest4[13,4,14]
                                 294                       99907 
  5596 rest4[13,4,15]
                                 296                       99999 
  5597 rest4[13,4,16]
                                 201                       99952 
  5598 rest4[13,4,17]
                                 183                       99967 
  5599 rest4[13,4,18]
                                 140                       99973 
  5600 rest4[13,4,19]
                                 163                       99938 
  5601 rest4[13,4,20]
                                 120                       99960 
  5602 rest4[13,5,1]
                                 129                       99967 
  5603 rest4[13,5,2]
                                 179                       99959 
  5604 rest4[13,5,3]
                                 280                       99931 
  5605 rest4[13,5,4]
                                 290                       99910 
  5606 rest4[13,5,5]
                                 242                       99914 
  5607 rest4[13,5,6]
                                 228                       99924 
  5608 rest4[13,5,7]
                                 211                       99910 
  5609 rest4[13,5,8]
                                 234                       99921 
  5610 rest4[13,5,9]
                                 196                       99932 
  5611 rest4[13,5,10]
                                 258                       99915 
  5612 rest4[13,5,11]
                                 290                       99966 
  5613 rest4[13,5,12]
                                 270                       99908 
  5614 rest4[13,5,13]
                                 195                       99956 
  5615 rest4[13,5,14]
                                 197                       99907 
  5616 rest4[13,5,15]
                                 242                       99999 
  5617 rest4[13,5,16]
                                 160                       99952 
  5618 rest4[13,5,17]
                                 177                       99967 
  5619 rest4[13,5,18]
                                 122                       99973 
  5620 rest4[13,5,19]
                                 153                       99938 
  5621 rest4[13,5,20]
                                 111                       99960 
  5622 rest4[13,6,1]
                               99967                       99967 
  5623 rest4[13,6,2]
                               99959                       99959 
  5624 rest4[13,6,3]
                               99931                       99931 
  5625 rest4[13,6,4]
                               99910                       99910 
  5626 rest4[13,6,5]
                               99914                       99914 
  5627 rest4[13,6,6]
                               99878                       99924 
  5628 rest4[13,6,7]
                               99899                       99910 
  5629 rest4[13,6,8]
                               99921                       99921 
  5630 rest4[13,6,9]
                               99932                       99932 
  5631 rest4[13,6,10]
                               99915                       99915 
  5632 rest4[13,6,11]
                               99890                       99966 
  5633 rest4[13,6,12]
                               99908                       99908 
  5634 rest4[13,6,13]
                               99956                       99956 
  5635 rest4[13,6,14]
                               99907                       99907 
  5636 rest4[13,6,15]
                               99982                       99999 
  5637 rest4[13,6,16]
                               99952                       99952 
  5638 rest4[13,6,17]
                               99967                       99967 
  5639 rest4[13,6,18]
                               99908                       99973 
  5640 rest4[13,6,19]
                               99938                       99938 
  5641 rest4[13,6,20]
                               99960                       99960 
  5642 rest4[13,7,1]
                                 121                       99967 
  5643 rest4[13,7,2]
                                 157                       99959 
  5644 rest4[13,7,3]
                                 213                       99931 
  5645 rest4[13,7,4]
                                 148                       99910 
  5646 rest4[13,7,5]
                                 152                       99914 
  5647 rest4[13,7,6]
                                 147                       99924 
  5648 rest4[13,7,7]
                                 179                       99910 
  5649 rest4[13,7,8]
                                 149                       99921 
  5650 rest4[13,7,9]
                                 187                       99932 
  5651 rest4[13,7,10]
                                 180                       99915 
  5652 rest4[13,7,11]
                                 182                       99966 
  5653 rest4[13,7,12]
                                 180                       99908 
  5654 rest4[13,7,13]
                                  96                       99956 
  5655 rest4[13,7,14]
                                 145                       99907 
  5656 rest4[13,7,15]
                                 186                       99999 
  5657 rest4[13,7,16]
                                  84                       99952 
  5658 rest4[13,7,17]
                                  87                       99967 
  5659 rest4[13,7,18]
                                  81                       99973 
  5660 rest4[13,7,19]
                                 146                       99938 
  5661 rest4[13,7,20]
                                  59                       99960 
  5662 rest4[13,8,1]
                                  44                       99967 
  5663 rest4[13,8,2]
                                  58                       99959 
  5664 rest4[13,8,3]
                                  69                       99931 
  5665 rest4[13,8,4]
                                  90                       99910 
  5666 rest4[13,8,5]
                                  86                       99914 
  5667 rest4[13,8,6]
                                  76                       99924 
  5668 rest4[13,8,7]
                                 100                       99910 
  5669 rest4[13,8,8]
                                  85                       99921 
  5670 rest4[13,8,9]
                                 102                       99932 
  5671 rest4[13,8,10]
                                  85                       99915 
  5672 rest4[13,8,11]
                                  83                       99966 
  5673 rest4[13,8,12]
                                  92                       99908 
  5674 rest4[13,8,13]
                                  44                       99956 
  5675 rest4[13,8,14]
                                 113                       99907 
  5676 rest4[13,8,15]
                                 135                       99999 
  5677 rest4[13,8,16]
                                  48                       99952 
  5678 rest4[13,8,17]
                                  44                       99967 
  5679 rest4[13,8,18]
                                  27                       99973 
  5680 rest4[13,8,19]
                                 103                       99938 
  5681 rest4[13,8,20]
                                  40                       99960 
  5682 rest4[13,9,1]
                               99924                       99967 
  5683 rest4[13,9,2]
                               99777                       99959 
  5684 rest4[13,9,3]
                               99862                       99931 
  5685 rest4[13,9,4]
                               99824                       99910 
  5686 rest4[13,9,5]
                               99826                       99914 
  5687 rest4[13,9,6]
                               99810                       99924 
  5688 rest4[13,9,7]
                               99817                       99910 
  5689 rest4[13,9,8]
                               99793                       99921 
  5690 rest4[13,9,9]
                               99851                       99932 
  5691 rest4[13,9,10]
                               99821                       99915 
  5692 rest4[13,9,11]
                               99836                       99966 
  5693 rest4[13,9,12]
                               99804                       99908 
  5694 rest4[13,9,13]
                               99802                       99956 
  5695 rest4[13,9,14]
                               99837                       99907 
  5696 rest4[13,9,15]
                               99890                       99999 
  5697 rest4[13,9,16]
                               99853                       99952 
  5698 rest4[13,9,17]
                               99865                       99967 
  5699 rest4[13,9,18]
                               99872                       99973 
  5700 rest4[13,9,19]
                               99860                       99938 
  5701 rest4[13,9,20]
                               99800                       99960 
  5702 rest4[13,10,1]
                               99881                       99967 
  5703 rest4[13,10,2]
                               99752                       99959 
  5704 rest4[13,10,3]
                               99786                       99931 
  5705 rest4[13,10,4]
                               99734                       99910 
  5706 rest4[13,10,5]
                               99737                       99914 
  5707 rest4[13,10,6]
                               99761                       99924 
  5708 rest4[13,10,7]
                               99766                       99910 
  5709 rest4[13,10,8]
                               99737                       99921 
  5710 rest4[13,10,9]
                               99760                       99932 
  5711 rest4[13,10,10]
                               99777                       99915 
  5712 rest4[13,10,11]
                               99736                       99966 
  5713 rest4[13,10,12]
                               99724                       99908 
  5714 rest4[13,10,13]
                               99706                       99956 
  5715 rest4[13,10,14]
                               99664                       99907 
  5716 rest4[13,10,15]
                               99866                       99999 
  5717 rest4[13,10,16]
                               99819                       99952 
  5718 rest4[13,10,17]
                               99826                       99967 
  5719 rest4[13,10,18]
                               99798                       99973 
  5720 rest4[13,10,19]
                               99834                       99938 
  5721 rest4[13,10,20]
                               99768                       99960 
  5722 rest4[13,11,1]
                               99841                       99967 
  5723 rest4[13,11,2]
                               99720                       99959 
  5724 rest4[13,11,3]
                               99618                       99931 
  5725 rest4[13,11,4]
                               99604                       99910 
  5726 rest4[13,11,5]
                               99643                       99914 
  5727 rest4[13,11,6]
                               99567                       99924 
  5728 rest4[13,11,7]
                               99571                       99910 
  5729 rest4[13,11,8]
                               99579                       99921 
  5730 rest4[13,11,9]
                               99543                       99932 
  5731 rest4[13,11,10]
                               99609                       99915 
  5732 rest4[13,11,11]
                               99517                       99966 
  5733 rest4[13,11,12]
                               99527                       99908 
  5734 rest4[13,11,13]
                               99576                       99956 
  5735 rest4[13,11,14]
                               99519                       99907 
  5736 rest4[13,11,15]
                               99665                       99999 
  5737 rest4[13,11,16]
                               99636                       99952 
  5738 rest4[13,11,17]
                               99642                       99967 
  5739 rest4[13,11,18]
                               99680                       99973 
  5740 rest4[13,11,19]
                               99684                       99938 
  5741 rest4[13,11,20]
                               99626                       99960 
  5742 rest4[13,12,1]
                               99960                       99967 
  5743 rest4[13,12,2]
                               99868                       99959 
  5744 rest4[13,12,3]
                               99915                       99931 
  5745 rest4[13,12,4]
                               99892                       99910 
  5746 rest4[13,12,5]
                               99881                       99914 
  5747 rest4[13,12,6]
                               99841                       99924 
  5748 rest4[13,12,7]
                               99830                       99910 
  5749 rest4[13,12,8]
                               99857                       99921 
  5750 rest4[13,12,9]
                               99906                       99932 
  5751 rest4[13,12,10]
                               99854                       99915 
  5752 rest4[13,12,11]
                               99863                       99966 
  5753 rest4[13,12,12]
                               99856                       99908 
  5754 rest4[13,12,13]
                               99879                       99956 
  5755 rest4[13,12,14]
                               99891                       99907 
  5756 rest4[13,12,15]
                               99918                       99999 
  5757 rest4[13,12,16]
                               99922                       99952 
  5758 rest4[13,12,17]
                               99916                       99967 
  5759 rest4[13,12,18]
                               99873                       99973 
  5760 rest4[13,12,19]
                               99899                       99938 
  5761 rest4[13,12,20]
                               99880                       99960 
  5762 rest4[14,1,1]
                                 538                       99980 
  5763 rest4[14,1,2]
                                 910                       99990 
  5764 rest4[14,1,3]
                                 805                       99924 
  5765 rest4[14,1,4]
                                 860                       99935 
  5766 rest4[14,1,5]
                                 815                       99986 
  5767 rest4[14,1,6]
                                 754                       99903 
  5768 rest4[14,1,7]
                                 823                       99904 
  5769 rest4[14,1,8]
                                 755                       99962 
  5770 rest4[14,1,9]
                                 709                       99956 
  5771 rest4[14,1,10]
                                 659                       99916 
  5772 rest4[14,1,11]
                                 807                       99973 
  5773 rest4[14,1,12]
                                 862                       99979 
  5774 rest4[14,1,13]
                                 767                       99935 
  5775 rest4[14,1,14]
                                 741                       99954 
  5776 rest4[14,1,15]
                                 708                       99962 
  5777 rest4[14,1,16]
                                 719                       99989 
  5778 rest4[14,1,17]
                                 624                       99908 
  5779 rest4[14,1,18]
                                 574                       99941 
  5780 rest4[14,1,19]
                                 487                       99931 
  5781 rest4[14,1,20]
                                 502                       99929 
  5782 rest4[14,2,1]
                               99562                       99980 
  5783 rest4[14,2,2]
                               99503                       99990 
  5784 rest4[14,2,3]
                               99406                       99924 
  5785 rest4[14,2,4]
                               99429                       99935 
  5786 rest4[14,2,5]
                               99347                       99986 
  5787 rest4[14,2,6]
                               99310                       99903 
  5788 rest4[14,2,7]
                               99276                       99904 
